id,trait,nIV,method,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90001658,CD39+ CD4+ T cell %T cell,31,IVW,-0.0147709028850571,0.0121293578273005,0.985337651760336,0.962188940046252,1.00904328408712,0.223307163126627,0.991312533955065
ebi-a-GCST90001415,IgD+ CD24- B cell %B cell,18,IVW,0.0261269233763975,0.0214550775617501,1.02647122339925,0.984201104180137,1.07055678762366,0.223318942719602,0.991312533955065
ebi-a-GCST90001590,CD4+ T cell Absolute Count,24,IVW,0.0261487709746053,0.0215366845248906,1.02649364957509,0.984065193375479,1.07075142959145,0.224690352920458,0.991312533955065
ebi-a-GCST90001786,CD25 on IgD- CD27- B cell,21,IVW,0.0409810873595712,0.0338619762533645,1.04183240155756,0.974931188768397,1.11332447401376,0.22618716209449,0.991312533955065
ebi-a-GCST90001815,CD38 on IgD- CD38dim B cell,20,IVW,0.0177649820666438,0.0147029137101016,1.01792371794738,0.989008128183574,1.0476847116139,0.226946234955425,0.991312533955065
ebi-a-GCST90001906,CD86 on granulocyte,21,IVW,-0.0338989752181108,0.0280885163229432,0.966669157245527,0.914889059769497,1.02137985976705,0.227485126400571,0.991312533955065
ebi-a-GCST90001404,Plasma Blast-Plasma Cell %B cell,27,IVW,-0.0215701798498585,0.0178804380815415,0.978660792791535,0.944957015761405,1.01356668226398,0.227680122577888,0.991312533955065
ebi-a-GCST90001429,IgD+ CD38+ B cell %lymphocyte,25,IVW,0.02721694092962,0.0226564275612887,1.02759070506712,0.982957242144762,1.07425085432642,0.229638709914809,0.991312533955065
ebi-a-GCST90002080,SSC-A on T cell,22,IVW,-0.0333580908762547,0.0277777330409478,0.967192154884302,0.915941805319759,1.02131015206055,0.229792630183618,0.991312533955065
ebi-a-GCST90001444,CD20- CD38- B cell %lymphocyte,23,IVW,-0.0281759550821941,0.023545738894483,0.972217285178024,0.928369364481264,1.01813619208242,0.231443886960914,0.991312533955065
ebi-a-GCST90001650,HLA DR+ Natural Killer  %CD3- lymphocyte,23,IVW,-0.0262097137833453,0.0219123095785519,0.974130779534929,0.93317937490054,1.01687928511972,0.231650409665402,0.991312533955065
ebi-a-GCST90001863,CD3 on CD28+ CD45RA- CD8+ T cell,18,IVW,-0.0321494199337276,0.0268998623405513,0.968361878700942,0.918628804963556,1.0207874203971,0.232027711488964,0.991312533955065
ebi-a-GCST90001987,CD64 on CD14+ CD16- monocyte,35,IVW,0.010444103020002,0.00881582294727023,1.0104988330333,0.993188394914616,1.02811097752451,0.236136191304063,0.991312533955065
ebi-a-GCST90002023,CD4 on Central Memory CD4+ T cell,15,IVW,-0.0379496424757454,0.0320865229259829,0.962761421952153,0.904078372223118,1.0252535444688,0.23691679810314,0.991312533955065
ebi-a-GCST90002092,CD11b on Granulocytic Myeloid-Derived Suppressor Cells,3,IVW,-0.0280134443891346,0.0237699802243314,0.972375293721534,0.928112239633306,1.0187493187393,0.23858857108613,0.991312533955065
ebi-a-GCST90001985,CD40 on monocytes,29,IVW,0.01156553145282,0.00983485814620285,1.01163267079612,0.992318861369336,1.03132239087934,0.239605510581756,0.991312533955065
ebi-a-GCST90001468,CD62L- myeloid Dendritic Cell Absolute Count,16,IVW,0.0340200532600052,0.0289873987174281,1.03460535373026,0.97746260048677,1.09508868925957,0.240549169159985,0.991312533955065
ebi-a-GCST90002050,CD45 on CD33dim HLA DR-,18,IVW,0.0244892554753432,0.0209957134210048,1.02479158014964,0.983475706200914,1.06784313646387,0.243455542929222,0.991312533955065
ebi-a-GCST90001923,CD127 on CD45RA- CD4 not regulatory T cell,16,IVW,0.0251517119370526,0.0215761865032309,1.02547068486764,0.983008399992744,1.06976718157308,0.243729174434781,0.991312533955065
ebi-a-GCST90002026,CD4 on Terminally Differentiated CD4+ T cell,24,IVW,0.0253528555878877,0.0217547924712864,1.02567697253105,0.982862017304242,1.07035701192918,0.243860456742358,0.991312533955065
ebi-a-GCST90001545,Terminally Differentiated CD4+ T cell Absolute Count,11,IVW,-0.0596221755295155,0.0511723233797405,0.942120422498008,0.852212023401794,1.04151416093006,0.243968222642361,0.991312533955065
ebi-a-GCST90001756,CD20 on IgD- CD38+ B cell,16,IVW,-0.0173954173742469,0.0150552895424729,0.982755009390161,0.954179199642514,1.01218660901778,0.247912094120919,0.991312533955065
