id,trait,nIV,method,mean_F,min_F,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90001692,CD28+ CD45RA- CD8+ T cell %CD8+ T cell,4,IVW,51.2952132024357,31.1700183360415,0.0132485208512435,0.0224800424428262,1.0133366713614,0.969657500274852,1.05898341345758,0.555629259840659,0.941863412793324
ebi-a-GCST90001544,Effector Memory CD4+ T cell %T cell,4,IVW,39.1665324351468,32.1562078138083,0.0374304011090229,0.063668101767671,1.03813974119272,0.916347995818871,1.17611881857242,0.556600216891344,0.941863412793324
ebi-a-GCST90001557,Terminally Differentiated CD8+ T cell Absolute Count,1,Wald,45.905186594546,45.905186594546,0.0844320083682008,0.143936715481172,1.08809886009982,0.820629168744706,1.44274560842336,0.557478304950462,0.941863412793324
ebi-a-GCST90001489,CD39+ activated CD4 regulatory T cell Absolute Count,5,IVW,414.585960860207,43.2163327032136,0.0167013408270537,0.0286088178092057,1.0168415879033,0.961393060104624,1.07548812010062,0.55936633263475,0.941863412793324
ebi-a-GCST90001927,CD127 on CD8+ T cell,1,Wald,36.5881346551472,36.5881346551472,0.0574912758996728,0.0990059978189749,1.05917603025647,0.872353558873108,1.28600823789732,0.561452922468491,0.941863412793324
ebi-a-GCST90001811,CD38 on IgD+ CD24- B cell,2,IVW,54.6390316756768,33.4464660893861,0.0345907264118255,0.0600659143555579,1.03519594372926,0.920223718953635,1.16453273246645,0.564696658921869,0.941863412793324
ebi-a-GCST90001533,Basophil %CD33dim HLA DR- CD66b-,3,IVW,91.1018044461425,30.4870990278588,-0.0177876053914396,0.0310729263505991,0.982369660221244,0.924325921130221,1.04405829941801,0.567019140400709,0.941863412793324
ebi-a-GCST90001610,CD4+ CD8dim T cell %lymphocyte,2,IVW,120.491912342131,78.2188807437227,0.0287247178788883,0.0507830988611811,1.02914125129068,0.93163874146878,1.13684808066094,0.571641665496845,0.941863412793324
ebi-a-GCST90001746,CD20 on IgD+ CD24+ B cell,2,IVW,43.3113502453233,31.8008014752403,0.0424552186064338,0.0751881185286095,1.04336933179481,0.900402409689648,1.2090367049386,0.572309610059015,0.941863412793324
ebi-a-GCST90001901,CD28 on CD39+ resting CD4 regulatory T cell,2,IVW,41.0363498853178,35.1696789169317,0.0430873887400771,0.0765048280563621,1.04402912725425,0.898649611364244,1.2129274911726,0.573299863601578,0.941863412793324
ebi-a-GCST90001854,CD3 on CD39+ activated CD4 regulatory T cell,5,IVW,142.556770677952,33.8989579888693,-0.0204927698892373,0.0365284619415579,0.979715779902515,0.912024381381061,1.0524313044532,0.574791887337142,0.941863412793324
ebi-a-GCST90001424,IgD+ B cell %Lymphocyte,2,IVW,46.0118165166482,38.6926170640621,-0.0626932342977691,0.112740959023648,0.939231553527442,0.753018476736871,1.17149304883501,0.578154700597049,0.941863412793324
ebi-a-GCST90001516,Immature Myeloid-Derived Suppressor Cells %CD33dim HLA DR- CD66b-,2,IVW,45.3304764595926,31.0319148123793,0.0242282458179972,0.0438251849440037,1.02452413455492,0.940193929825005,1.11641829306521,0.580374060491646,0.941863412793324
ebi-a-GCST90001596,CD8dim T cell Absolute Count,3,IVW,40.9075644588792,31.257203376903,0.0473934732250145,0.085749534020593,1.04853449817316,0.886321423709697,1.24043554002972,0.580471203314347,0.941863412793324
ebi-a-GCST90001611,CD4+ CD8dim T cell %leukocyte,2,IVW,114.133236345647,67.6217022510264,0.0285961006676954,0.051742471665594,1.02900889452488,0.929768969306396,1.13884130355654,0.580494841639125,0.941863412793324
ebi-a-GCST90001471,CD62L- plasmacytoid Dendritic Cell %Dendritic Cell,3,IVW,94.6371584535553,36.4749181024069,-0.030323752936991,0.0550370856866126,0.970131399810436,0.87092758915615,1.0806351120534,0.581654615751128,0.941863412793324
ebi-a-GCST90001485,CD39+ resting CD4 regulatory T cell %CD4 regulatory T cell,15,IVW,186.259683364758,33.4546227944108,0.00704845583173308,0.0128109908751453,1.0070733546616,0.982101037623431,1.03268065383944,0.582190305724155,0.941863412793324
ebi-a-GCST90002025,CD4 on Effector Memory CD4+ T cell,3,IVW,66.2607989720625,43.1177215939747,-0.0232727876925911,0.0425681842160389,0.976995934952545,0.898789493012958,1.06200736027077,0.584572564149523,0.941863412793324
ebi-a-GCST90001768,CD24 on IgD+ CD38+ B cell,2,IVW,51.5060134530068,38.4834675532784,0.0531748357068118,0.0982969509704022,1.05461401318823,0.869804166894234,1.2786909503829,0.588534332346158,0.941863412793324
ebi-a-GCST90001495,CD39+ secreting CD4 regulatory T cell Absolute Count,5,IVW,527.534096377209,44.2000768280166,0.0141708177848408,0.0262831664069723,1.01427169978675,0.963344506302802,1.06789115862248,0.589776831165411,0.941863412793324
ebi-a-GCST90001827,IgD on IgD+ B cell,2,IVW,215.098835421455,48.1320021694797,-0.016664913656039,0.0311218418585298,0.983473177859039,0.92527552246384,1.04533132897824,0.592322653513684,0.941863412793324
ebi-a-GCST90001966,FSC-A on granulocyte,2,IVW,103.927792759036,35.9406919375811,-0.036357555032146,0.0680019267570375,0.964295443147138,0.843967466883276,1.10177908291688,0.592888597761061,0.941863412793324
ebi-a-GCST90001609,CD4+ CD8dim T cell Absolute Count,2,IVW,90.4878914730037,44.3396535715084,0.0296880425834267,0.0561215146260571,1.03013312615459,0.922830108316622,1.1499129125043,0.596808399820186,0.941863412793324
ebi-a-GCST90002002,PDL-1 on monocyte,2,IVW,61.0269092991047,34.7249217874627,-0.0291668109345783,0.0551583932058605,0.971254435092814,0.871728495769132,1.08214333048176,0.59695611400642,0.941863412793324
ebi-a-GCST90001920,CD45 on HLA DR+ CD4+ T cell,2,IVW,35.7615438638625,33.0044446995205,-0.0445249951188693,0.0843777179122892,0.95645169317108,0.810660993914565,1.12846164825618,0.597716842062638,0.941863412793324
ebi-a-GCST90001638,CD4-CD8- Natural Killer T %lymphocyte,6,IVW,61.7551033034705,32.1313163087306,0.023508533877796,0.0446412182754369,1.02378703758282,0.93801601745651,1.11740085330813,0.598464105102413,0.941863412793324
ebi-a-GCST90001924,CD127 on CD28+ CD4+ T cell,3,IVW,39.1508657239447,33.2495449599477,0.0324815960457433,0.0620205090450332,1.0330148814104,0.914773667999108,1.16653963985372,0.600470890872327,0.941863412793324
